@timestamp,requestId,functionArn,executionTime
2024-08-06 17:46:13.662,,,
2024-08-06 17:46:13.662,,,
2024-08-06 17:46:13.664,,,
2024-08-06 17:46:13.667,,,
2024-08-06 17:46:13.675,,,
2024-08-06 17:46:13.859,,,
2024-08-06 17:46:13.860,,,
2024-08-06 17:46:13.862,,,
2024-08-06 17:46:13.863,,,
2024-08-06 17:46:13.865,,,
2024-08-06 17:46:13.865,,,
2024-08-06 17:46:13.867,,,
2024-08-06 17:46:13.867,,,
2024-08-06 17:46:13.874,,,
2024-08-06 17:46:13.875,,,
2024-08-06 17:46:13.882,,,
2024-08-06 17:46:13.885,,,
2024-08-06 17:46:13.886,,,
2024-08-06 17:46:13.886,,,
2024-08-06 17:46:13.886,,,
2024-08-06 17:46:13.888,,,
2024-08-06 17:46:13.889,,,
2024-08-06 17:46:13.889,,,
2024-08-06 17:46:13.893,,,
2024-08-06 17:46:13.893,,,
2024-08-06 17:46:14.766,,,
2024-08-06 17:46:14.874,,,
2024-08-06 17:46:14.875,ec39e079-4749-5de1-b8e6-bf5524d37dd7,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.008023812s
2024-08-06 17:46:14.875,,,
2024-08-06 17:46:14.876,,,
2024-08-06 17:46:14.877,,,
2024-08-06 17:46:14.877,873b414e-0eab-55f4-b069-1e626d31f038,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.007326859s
2024-08-06 17:46:14.878,,,
2024-08-06 17:46:14.879,,,
2024-08-06 17:46:14.948,,,
2024-08-06 17:46:14.980,,,
2024-08-06 17:46:14.981,,,
2024-08-06 17:46:14.986,,,
2024-08-06 17:46:14.987,,,
2024-08-06 17:46:15.047,,,
2024-08-06 17:46:15.047,2f907580-a592-559b-97e3-2aacc6090bf5,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.15071876s
2024-08-06 17:46:15.047,,,
2024-08-06 17:46:15.052,,,
2024-08-06 17:46:15.063,,,
2024-08-06 17:46:15.063,b5815b87-e510-5f7a-93ca-04ab868b2174,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.162272118s
2024-08-06 17:46:15.063,,,
2024-08-06 17:46:15.064,,,
2024-08-06 17:46:15.131,,,
2024-08-06 17:46:15.141,,,
2024-08-06 17:46:15.143,,,
2024-08-06 17:46:15.155,,,
2024-08-06 17:46:15.155,,,
2024-08-06 17:46:15.880,,,
2024-08-06 17:46:16.107,,,
2024-08-06 17:46:16.107,9987e491-c15a-5beb-b82e-bbbda2fca5e5,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.114231599s
2024-08-06 17:46:16.108,,,
2024-08-06 17:46:16.109,,,
2024-08-06 17:46:16.172,,,
2024-08-06 17:46:16.172,57d923ca-fc0b-5d60-96ef-7ce69fad88ac,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.016275813s
2024-08-06 17:46:16.172,,,
2024-08-06 17:46:16.174,,,
2024-08-06 17:46:16.183,,,
2024-08-06 17:46:16.184,,,
2024-08-06 17:46:16.197,,,
2024-08-06 17:46:16.197,cf91e7bc-7bca-5405-8f3a-b89018515cac,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.308033017s
2024-08-06 17:46:16.199,,,
2024-08-06 17:46:16.291,,,
2024-08-06 17:46:16.488,,,
2024-08-06 17:46:16.612,,,
2024-08-06 17:46:17.169,,,
2024-08-06 17:46:17.169,bd41b0b4-e936-546e-b964-ef988a9efa00,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,973.136748ms
2024-08-06 17:46:17.170,,,
2024-08-06 17:46:17.359,,,
2024-08-06 17:46:17.359,f7301ad2-2f2b-52fb-af2d-45fe4c8c3737,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.221500116s
2024-08-06 17:46:17.360,,,
2024-08-06 17:46:17.376,,,
2024-08-06 17:46:17.376,f7aa2c6e-67b9-5045-81fb-734204115f9d,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.077608292s
2024-08-06 17:46:17.378,,,
2024-08-06 17:46:17.549,,,
2024-08-06 17:46:17.549,7673bcbd-53fb-57ac-ac77-e3913053c260,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.05824035s
2024-08-06 17:46:17.550,,,
2024-08-06 17:46:17.561,,,
2024-08-06 17:46:17.561,c79dc5d5-d0a4-54bd-98b2-9af9b30c048b,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,946.527512ms
2024-08-06 17:46:17.562,,,
2024-08-06 17:46:17.683,,,
2024-08-06 17:46:17.785,,,
2024-08-06 17:46:18.038,,,
2024-08-06 17:46:18.038,b57050c5-4624-5cf6-bd64-0fe92583a32e,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.150608673s
2024-08-06 17:46:18.040,,,
2024-08-06 17:46:18.156,,,
2024-08-06 17:46:18.651,,,
2024-08-06 17:46:18.651,7313accc-5ef2-51e2-8ece-f3e03d5b842e,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,965.213815ms
2024-08-06 17:46:18.652,,,
2024-08-06 17:46:19.184,,,
2024-08-06 17:46:19.184,a5a5f6d0-9aa7-58b8-8bbe-a9fcf90dfd74,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.025971335s
2024-08-06 17:46:19.185,,,
2024-08-06 17:46:19.902,,,
2024-08-06 17:46:19.902,25c56d55-189d-5e5b-872a-32797b34f183,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.113085213s
2024-08-06 17:46:19.904,,,
2024-08-06 17:46:34.579,,,
2024-08-06 17:46:34.589,,,
2024-08-06 17:46:34.597,,,
2024-08-06 17:46:34.598,,,
2024-08-06 17:46:34.599,,,
2024-08-06 17:46:35.533,,,
2024-08-06 17:46:35.533,7e110636-69a6-56f3-ad86-591a0a0cc92b,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,931.287664ms
2024-08-06 17:46:35.534,,,
2024-08-06 17:46:35.567,,,
2024-08-06 17:46:35.660,,,
2024-08-06 17:46:35.660,0b22b28b-bcda-54da-b26c-eda7df7014ec,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.079050145s
2024-08-06 17:46:35.661,,,
2024-08-06 17:46:35.665,,,
2024-08-06 17:46:35.665,8518707c-717b-5a67-8305-2f5012d1afab,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.063275843s
2024-08-06 17:46:35.667,,,
2024-08-06 17:46:35.681,,,
2024-08-06 17:46:35.681,9850eddc-a627-5136-bc53-b2f0c58def58,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.08147876s
2024-08-06 17:46:35.682,,,
2024-08-06 17:46:36.005,,,
2024-08-06 17:46:36.526,,,
2024-08-06 17:46:36.526,f5bfdbfd-c807-58f8-accf-84d1abb7ebd0,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,957.163374ms
2024-08-06 17:46:36.527,,,
2024-08-06 17:46:36.570,,,
2024-08-06 17:46:36.713,,,
2024-08-06 17:46:36.713,dcb4f797-4674-54ad-8fdb-a8bb25dfdc04,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.120172789s
2024-08-06 17:46:36.714,,,
2024-08-06 17:46:36.883,,,
2024-08-06 17:46:37.027,,,
2024-08-06 17:46:37.966,,,
2024-08-06 17:46:37.966,607e20a2-ec35-540c-acf1-7f8e8f89ba62,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.081655085s
2024-08-06 17:46:37.967,,,
2024-08-06 17:46:38.100,,,
2024-08-06 17:46:38.100,ac255e24-504d-5c86-9e26-010833f6394a,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.089705686s
2024-08-06 17:46:38.101,,,
2024-08-06 17:46:38.114,,,
2024-08-06 17:46:38.114,0670269b-a8b9-5dc9-b33b-79b7cb059dff,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.084899533s
2024-08-06 17:46:38.115,,,
2024-08-06 17:46:38.440,,,
2024-08-06 17:46:38.440,c6127a25-f38c-51c1-aa06-2509903c78ba,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.861956369s
2024-08-06 17:46:38.441,,,
2024-08-06 17:46:38.518,,,
2024-08-06 17:46:38.541,,,
2024-08-06 17:46:38.746,,,
2024-08-06 17:46:40.393,,,
2024-08-06 17:46:40.393,3135fd45-e54b-55f0-8583-a26986f53d59,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.870462491s
2024-08-06 17:46:40.394,,,
2024-08-06 17:46:40.414,,,
2024-08-06 17:46:40.730,,,
2024-08-06 17:46:40.730,8c0e61f5-ae42-52fc-925e-3ed9cdfc0cd0,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.185219376s
2024-08-06 17:46:40.731,,,
2024-08-06 17:46:40.965,,,
2024-08-06 17:46:40.965,bb780bc1-0f31-5ae9-8b28-54ed6c8fff25,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.213856589s
2024-08-06 17:46:40.966,,,
2024-08-06 17:46:41.344,,,
2024-08-06 17:46:41.344,5df11abf-c242-5860-a7b2-4593a1fcb0c9,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,927.533185ms
2024-08-06 17:46:41.345,,,
2024-08-06 17:46:52.588,,,
2024-08-06 17:46:52.619,,,
2024-08-06 17:46:52.632,,,
2024-08-06 17:46:52.687,,,
2024-08-06 17:46:52.697,,,
2024-08-06 17:46:52.793,,,
2024-08-06 17:46:52.807,,,
2024-08-06 17:46:53.527,,,
2024-08-06 17:46:53.527,a522a7f2-e68f-5a57-8187-f8de854e547b,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,935.991108ms
2024-08-06 17:46:53.528,,,
2024-08-06 17:46:53.538,,,
2024-08-06 17:46:53.708,,,
2024-08-06 17:46:53.708,75fe6218-4971-5ec8-9ef2-3d342ab19de0,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.0874694s
2024-08-06 17:46:53.709,,,
2024-08-06 17:46:53.709,,,
2024-08-06 17:46:53.725,,,
2024-08-06 17:46:53.725,ecc368f3-6e0e-509f-8cd7-37df0db1aef1,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,929.206161ms
2024-08-06 17:46:53.726,,,
2024-08-06 17:46:53.744,,,
2024-08-06 17:46:53.799,,,
2024-08-06 17:46:53.799,a600634f-2d5d-5ba3-b5a2-3c634ee26b95,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,989.001167ms
2024-08-06 17:46:53.800,,,
2024-08-06 17:46:53.908,,,
2024-08-06 17:46:53.910,,,
2024-08-06 17:46:53.917,,,
2024-08-06 17:46:53.917,,,
2024-08-06 17:46:54.502,,,
2024-08-06 17:46:54.502,e1f04989-d9ce-56d0-a17e-16a5ba03031c,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,961.648703ms
2024-08-06 17:46:54.503,,,
2024-08-06 17:46:54.720,,,
2024-08-06 17:46:54.720,f71448e3-a6b1-5dd0-9e00-17cfc577ca6a,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.084458202s
2024-08-06 17:46:54.721,,,
2024-08-06 17:46:54.790,,,
2024-08-06 17:46:54.851,,,
2024-08-06 17:46:54.851,594916fb-6604-5344-bfbf-49d705bb5a3f,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.151680675s
2024-08-06 17:46:54.853,,,
2024-08-06 17:46:54.902,,,
2024-08-06 17:46:54.902,2edab9c8-d519-55d7-92f7-e6e4b6d8201b,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.210028239s
2024-08-06 17:46:54.903,,,
2024-08-06 17:46:54.931,,,
2024-08-06 17:46:55.161,,,
2024-08-06 17:46:55.573,,,
2024-08-06 17:46:55.573,508935be-d15f-5842-8db8-6a92b29e779a,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.820283778s
2024-08-06 17:46:55.574,,,
2024-08-06 17:46:55.872,,,
2024-08-06 17:46:55.883,,,
2024-08-06 17:46:55.883,27d96cfd-2773-5562-83cc-33d144b28dcb,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.961427422s
2024-08-06 17:46:55.884,,,
2024-08-06 17:46:56.232,,,
2024-08-06 17:46:56.232,94dd1bb8-2bba-5dd0-8902-44944875bde6,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.068907469s
2024-08-06 17:46:56.233,,,
2024-08-06 17:46:56.924,,,
2024-08-06 17:46:56.924,0cd1cd63-b457-517d-941b-924fd79914b1,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.129277667s
2024-08-06 17:46:56.925,,,
2024-08-06 17:46:57.064,,,
2024-08-06 17:46:57.064,48994003-bbda-5e05-ac2d-1f2fd81476ac,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.129943864s
2024-08-06 17:46:57.065,,,
2024-08-06 17:47:09.178,,,
2024-08-06 17:47:09.179,,,
2024-08-06 17:47:09.179,,,
2024-08-06 17:47:09.189,,,
2024-08-06 17:47:09.206,,,
2024-08-06 17:47:09.237,,,
2024-08-06 17:47:09.261,,,
2024-08-06 17:47:10.053,,,
2024-08-06 17:47:10.090,,,
2024-08-06 17:47:10.090,99247f59-47dd-5557-9a22-207524125a8f,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,897.813533ms
2024-08-06 17:47:10.091,,,
2024-08-06 17:47:10.123,,,
2024-08-06 17:47:10.135,,,
2024-08-06 17:47:10.135,e2ac2a98-c5c6-5d6d-ac8d-75b4a6094416,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,925.71828ms
2024-08-06 17:47:10.136,,,
2024-08-06 17:47:10.145,,,
2024-08-06 17:47:10.145,a1634a6f-a7b7-5532-bbcc-1543c465cba7,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,905.979641ms
2024-08-06 17:47:10.147,,,
2024-08-06 17:47:10.174,,,
2024-08-06 17:47:10.184,,,
2024-08-06 17:47:10.184,1247e0c4-9794-5dd9-b751-bfe8f44309ad,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,920.515247ms
2024-08-06 17:47:10.185,,,
2024-08-06 17:47:10.215,,,
2024-08-06 17:47:10.215,0febc35d-1d8f-5e98-b9c6-9c717e5f5631,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.034542296s
2024-08-06 17:47:10.216,,,
2024-08-06 17:47:10.217,,,
2024-08-06 17:47:10.217,6a186e05-2cab-5f68-87e1-31294f64aaa4,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.036323033s
2024-08-06 17:47:10.217,,,
2024-08-06 17:47:10.218,,,
2024-08-06 17:47:10.239,,,
2024-08-06 17:47:10.258,,,
2024-08-06 17:47:10.258,8ef4af3f-f8e0-5ab8-8ecd-f0139b2fcf74,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.077466459s
2024-08-06 17:47:10.259,,,
2024-08-06 17:47:10.500,,,
2024-08-06 17:47:10.502,,,
2024-08-06 17:47:11.048,,,
2024-08-06 17:47:11.048,0e77394e-cb64-58c2-bdf0-6662a8b59bea,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,922.127283ms
2024-08-06 17:47:11.049,,,
2024-08-06 17:47:11.126,,,
2024-08-06 17:47:11.126,029eac9f-3a97-556d-a498-f3b3594ad0a1,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.0707472s
2024-08-06 17:47:11.128,,,
2024-08-06 17:47:11.239,,,
2024-08-06 17:47:11.239,c46af021-008d-51ae-9cd9-af0d635c6198,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.063009649s
2024-08-06 17:47:11.240,,,
2024-08-06 17:47:11.260,,,
2024-08-06 17:47:11.564,,,
2024-08-06 17:47:11.564,9719dd89-6fdf-5ed8-9fea-82a50c01a189,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.061501603s
2024-08-06 17:47:11.565,,,
2024-08-06 17:47:11.565,a6f2f6a3-bcec-5ade-b382-a98fdf328f12,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.061319301s
2024-08-06 17:47:11.566,,,
2024-08-06 17:47:11.566,,,
2024-08-06 17:47:12.129,,,
2024-08-06 17:47:12.129,260760c6-6cc7-5e28-80cb-3fea0f107179,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.906852817s
2024-08-06 17:47:12.130,,,
2024-08-06 17:47:12.369,,,
2024-08-06 17:47:12.369,c3a4f8d7-7bee-502e-9948-a7fb183ca794,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.12662409s
2024-08-06 17:47:12.371,,,
2024-08-06 17:47:12.405,,,
2024-08-06 17:47:13.092,,,
2024-08-06 17:47:13.092,88d99678-1f67-5214-9bbd-c9547cb5cf84,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.828481431s
2024-08-06 17:47:13.093,,,
2024-08-06 17:47:14.547,,,
2024-08-06 17:47:14.547,4445375b-f71b-5fb4-b77c-687794cd0198,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.138044582s
2024-08-06 17:47:14.548,,,
2024-08-06 17:47:27.914,,,
2024-08-06 17:47:27.955,,,
2024-08-06 17:47:28.081,,,
2024-08-06 17:47:28.088,,,
2024-08-06 17:47:28.260,,,
2024-08-06 17:47:28.264,,,
2024-08-06 17:47:28.271,,,
2024-08-06 17:47:28.276,,,
2024-08-06 17:47:28.843,,,
2024-08-06 17:47:28.843,51d3d041-307f-5cab-80a7-8f6d539dd13b,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,886.777879ms
2024-08-06 17:47:28.844,,,
2024-08-06 17:47:28.866,,,
2024-08-06 17:47:28.985,,,
2024-08-06 17:47:28.985,855544a2-70da-5d2d-80c4-1b8e1305b8e1,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.069543032s
2024-08-06 17:47:28.986,,,
2024-08-06 17:47:29.016,,,
2024-08-06 17:47:29.022,,,
2024-08-06 17:47:29.022,41111ef7-8ce8-54b4-bb1f-41dbef0b630e,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,938.651552ms
2024-08-06 17:47:29.023,,,
2024-08-06 17:47:29.183,,,
2024-08-06 17:47:29.183,14302afc-78a8-5da0-af2b-75d01b4899d4,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.092801547s
2024-08-06 17:47:29.184,,,
2024-08-06 17:47:29.210,,,
2024-08-06 17:47:29.210,f0510338-a42d-5aaf-9c8a-5c14c7ce4a99,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,930.398225ms
2024-08-06 17:47:29.211,,,
2024-08-06 17:47:29.211,,,
2024-08-06 17:47:29.213,,,
2024-08-06 17:47:29.213,f27ed3a6-0c9d-5f76-8f36-8c8a6f7bdac6,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,939.410043ms
2024-08-06 17:47:29.214,,,
2024-08-06 17:47:29.289,,,
2024-08-06 17:47:29.328,,,
2024-08-06 17:47:29.328,f51cacf9-b5e2-54ad-9de5-f3d5d63d6785,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.061060387s
2024-08-06 17:47:29.329,,,
2024-08-06 17:47:29.354,,,
2024-08-06 17:47:29.361,,,
2024-08-06 17:47:29.361,926f18c2-34f9-5b7a-8ddb-47ee571ab556,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.098923673s
2024-08-06 17:47:29.363,,,
2024-08-06 17:47:29.644,,,
2024-08-06 17:47:29.974,,,
2024-08-06 17:47:30.114,,,
2024-08-06 17:47:30.114,f4f9bd07-c6f8-51a3-bd06-e22ba51ef073,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.096273786s
2024-08-06 17:47:30.115,,,
2024-08-06 17:47:30.452,,,
2024-08-06 17:47:30.452,921cff45-d846-5776-aedc-a069bb99ae0d,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.09538916s
2024-08-06 17:47:30.453,,,
2024-08-06 17:47:30.748,,,
2024-08-06 17:47:30.748,812733ef-5df3-5780-8255-6cc33e101915,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.877221627s
2024-08-06 17:47:30.749,,,
2024-08-06 17:47:30.891,,,
2024-08-06 17:47:30.891,4f2f35d6-376c-5aa7-956d-6afa549de432,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,914.981798ms
2024-08-06 17:47:30.892,,,
2024-08-06 17:47:31.206,,,
2024-08-06 17:47:31.206,1a470fba-f863-52d0-8a27-50969b924760,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.912137618s
2024-08-06 17:47:31.207,,,
2024-08-06 17:47:31.420,,,
2024-08-06 17:47:31.420,7a7f661b-ed39-5ade-b64c-39378ed99f12,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.20651185s
2024-08-06 17:47:31.421,,,
2024-08-06 17:47:31.440,,,
2024-08-06 17:47:31.827,,,
2024-08-06 17:47:31.827,76a6b156-fd66-5c12-b090-ee7a9e97c23e,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,2.179056204s
2024-08-06 17:47:31.830,,,
2024-08-06 17:47:32.563,,,
2024-08-06 17:47:32.563,391752c1-5185-5fda-acf5-0ded325a908b,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.120937577s
2024-08-06 17:47:32.565,,,
2024-08-06 17:47:46.972,,,
2024-08-06 17:47:47.516,,,
2024-08-06 17:47:47.573,,,
2024-08-06 17:47:47.724,,,
2024-08-06 17:47:47.732,,,
2024-08-06 17:47:48.032,,,
2024-08-06 17:47:48.035,,,
2024-08-06 17:47:48.057,,,
2024-08-06 17:47:48.109,,,
2024-08-06 17:47:48.109,d44e4153-1432-554d-8b3b-1e7f77c4b139,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.134902158s
2024-08-06 17:47:48.110,,,
2024-08-06 17:47:48.130,,,
2024-08-06 17:47:48.574,,,
2024-08-06 17:47:48.574,9d38aa3a-4f07-54b9-9667-f5162cf50a2c,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,998.233224ms
2024-08-06 17:47:48.575,,,
2024-08-06 17:47:48.578,,,
2024-08-06 17:47:48.578,245008f3-6aac-5538-8e7a-57df095f3610,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.06093228s
2024-08-06 17:47:48.580,,,
2024-08-06 17:47:48.604,,,
2024-08-06 17:47:48.620,,,
2024-08-06 17:47:48.620,971daa80-0216-56e1-a873-f5ac61e3f6d7,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,894.72798ms
2024-08-06 17:47:48.621,,,
2024-08-06 17:47:48.621,,,
2024-08-06 17:47:48.644,,,
2024-08-06 17:47:48.644,30054377-3b18-5f5d-9fd3-1c5b58e2fb29,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,910.204823ms
2024-08-06 17:47:48.645,,,
2024-08-06 17:47:48.669,,,
2024-08-06 17:47:49.024,,,
2024-08-06 17:47:49.024,2a17d6fc-f8c0-52a4-a4d3-89d09b32b51e,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,964.668193ms
2024-08-06 17:47:49.025,,,
2024-08-06 17:47:49.041,,,
2024-08-06 17:47:49.091,,,
2024-08-06 17:47:49.107,,,
2024-08-06 17:47:49.107,25ad14f8-5524-552c-b40a-4bd436d6509c,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.069563215s
2024-08-06 17:47:49.108,,,
2024-08-06 17:47:49.124,,,
2024-08-06 17:47:49.124,ace3d1be-eb04-5dd3-903b-8e9288f7781f,arn:aws:lambda:eu-north-1:382277151775:function:awsCrayfish,1.090108966s
2024-08-06 17:47:49.125,,,
2024-08-06 17:47:49.129,,,
2024-08-06 17:47:49.165,,,
